comment_text,true_label,pred_label,true_label_nome,pred_label_nome
"Foi triste né q ninguém q morrer assim😢,q ele esteja no bom lugar",1,1,neutro,neutro
Igual a minha ex mulher e a sogra junto! Tô correndo 😂😂😂😂,1,1,neutro,neutro
Segundo falam que o caseiro estava deitado e distraído e não foi assim não,0,1,negativo,neutro
Enfadonha a animação kkkkk,0,0,negativo,negativo
Culpa do homêm ele caça a comida das onças e elas vêm atrás de comida,1,1,neutro,neutro
"comeu carne humana vai  caçar carne humana sempre..<a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a>",0,1,negativo,neutro
Nas imagens não foi assim,0,0,negativo,negativo
"Infelizmente se não tiver uma arma para se defender é impossível sobreviver ao ataque, já estive no mato grosso e ouvi várias histórias de ataques de onça.",1,1,neutro,neutro
​@@Andre-1porque tudo é Deus na nossa vida,1,1,neutro,neutro
"Se as pessoas contarem com essa maldita proteção aos animais, não deixando que se mate essas pragas, o que vai acontecer é que os animais os animais selvagens vão buscar as pessoas dentro da casa das pessoas.<br>Não são os animais que tem que ser protegidos, e sim as pessoas.",1,1,neutro,neutro
Pela onça,1,1,neutro,neutro
Meu Deus!!! <br>Q tristeza.,1,1,neutro,neutro
Parabéns à reportagem! Meus sentimentos à família!,2,2,positivo,positivo
@wagnerlima-137wf ???? Os caras são biólogos.  Vc é louco?,1,1,neutro,neutro
"@@NormeliaFatima porque consciencia pesada!? nao foi ele que matou foi a onça.<br>ele deve estar e triste, deprimido por perder uma pessoa querida!",1,1,neutro,neutro
"A prioridade é totalmente para a proteção do animal , o ser humano que se ferre. Valores invertidos .",1,1,neutro,neutro
"Nao foi assim ! Relato do sobrinho por audio disse que o seu jorge viu a onça  , tentou voltar p casa , ela atalhou ele , ele tentou ir pro barco novamente, ela bloqueou de novo e ja atacou no rosto dele",0,0,negativo,negativo
Tem que deixa o Lula mora aí um dias 😅😅😅😅,1,1,neutro,neutro
a onça levando o cara no  braço no final. kkkkk meu deus do céu.,0,1,negativo,neutro
Faminta?,1,1,neutro,neutro
"Você errou,  pois o homem chegou primeiro, onça não perdeu espaço nada pois mais ➕ de  80% do território brasileiro é coberto de vegetação, para de mentir e diz a verdade , onça e predador e vai atacar sempre que lhe interessar.",1,1,neutro,neutro
"Sim, mesmo porque somos racionais né? A nós Deus deu o dom do medo que é esse dom que previne nossas vidas!!!",1,1,neutro,neutro
Alimentou a onça e a onça foi atrás de alimento.,1,1,neutro,neutro
"Rapaz não,  um Senhor de idade precisando trabalhar,  sozinho num local perigoso, sem arma , sem cães,  sem companhia.  Muito triste",1,1,neutro,neutro
E vc sabe?,1,1,neutro,neutro
"Quem mora afastado da cidade ,e necessario ter armas e andar com elas no  sítio!..",1,1,neutro,neutro
Meu pezami,1,1,neutro,neutro
O que é cevada ?,1,1,neutro,neutro
É que a piada foi ruim mesmo... Hahhahahaahhqahahaahahahhahqhqhqqh,1,1,neutro,neutro
Omça boa e onça morta.. daí vem os biólogos fala não onça não ataca seres humanos.. humanos não faz parte da cadeia alimentar dela.. Meu ovo...,1,1,neutro,neutro
"Estão destruindo a floresta q é  o espaço dos animais silvestres por dinheiro, e quem troca vidas por dinheiro é judas e o fim é esse.😮😮",1,1,neutro,neutro
"Misericórdia, que morte mais triste 😢😢",1,1,neutro,neutro
Tamparam a cara dela porque? É menor de idade?,1,1,neutro,neutro
O pior é o homem que se matam e matam todos os dias seres humanos de todas as formas e tipos,1,1,neutro,neutro
Meus sentimentos aos familiares,1,1,neutro,neutro
Reportagem bem explicado e nos faz entender que a natureza é linda e que são o habitat dos animais devemos respeitar foi uma fatalidade ela foi capiturada mas ainda tem muito mais então já serve de alerta ele sabia que isso poderia acontecer a todo momento infelizmente é mesmo assim continuou com a convivência no local é triste mas essa é a lei da natureza meus sentimentos a família,2,2,positivo,positivo
a sua casa era o que antes de ser construida?,1,1,neutro,neutro
A minha professora falou isso e estou curiosa agora que eu vi é um perigo,1,1,neutro,neutro
"Esse vídeo me explicou muita coisa, a onça não estava caçando o caseiro como dizem, ela estava atrás de peixe, esse felino estava faminto, provavelmente não tinha Muitos animais pra ela caçar, o caseiro estava no lugar errado na hora errada, onças não caçam humanos elas tem medo do homem, não duvido nada Q as pessoas daquele pesqueiro jogava peixe pras onças, essa onça sabia que ali é um pesqueiro, por isso sempre ia lá atrás de Peixes 😮",1,1,neutro,neutro
Oiok 🙌🙏🫡👏👏👏,1,1,neutro,neutro
"Enquanto a onça comia esse coitado, o Lula comia nossa aposentadoria. Faz o L!",1,1,neutro,neutro
"Boa tarde , muito triste.",1,1,neutro,neutro
acredito que alguma onça de outra região pode ter parecido.. ou simplismente o convivio entre ele e a onça era maior do que parecia(ele sabendo ou não).. onde algo deu errado.. alguma rotina quebrada.. !!,1,1,neutro,neutro
Acho muito triste saber q uma criança ou um adulto foi comido por uma onça ou uma cobra...😢,1,1,neutro,neutro
Beleza de vidio Boa noite,2,1,positivo,neutro
O homem foi alertado....<br>O proprietário  não cuidou o suficiente de seu funcionário.,1,1,neutro,neutro
"<a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=84"">1:24</a> “o dao a onça vai comer o jorge dão”",1,1,neutro,neutro
Nunca que foi assim 😊<br>Nunca!!,0,0,negativo,negativo
"Não tratem animais selvagens como se fossem domésticos, quando perceber que esses animais estão próximos demais das casas, instalem cercas elétricas e câmeras para monitorar melhor as áreas humanas das áreas dos animais, além dos equipamentos básicos de proteção individuais como armas de fogo simples, 2 pistolas GLOCK  9 MM e uma espingarda CBC semiautomática calibre 12 MM, 10 tiros, granadas de luz e gás lacrimogêneo, estoque de munição no cinturão e no colete, rádio comunicador, facão de selva, colete a prova de balas, joelheira, cantil, spray de pimenta, capacete, luvas, óculos de proteção, botas coturno e fardamento camuflado. Estando bem paramentado, não existem animais que ousem se aproximar em um perímetro de 360º.",1,1,neutro,neutro
"Se ele tivesse armado e atirasse c certeza não seria morto de, fora se tivesse cachorro z",1,1,neutro,neutro
Bingo! 😅,1,1,neutro,neutro
"Quem diz que é raro onça atacar humanos , me prove isso, Ficando sosinho,  a noite, sem armas, em uma das regiões mais povoadas por onças no pantanal, Fique uma semana lá dormindo na rede. NA VERDADE O MOTIVO DE NÃO TER TANTOS ATAQUES É DEVIDO AS PESSOAS SE PRECAVEREM E NÃO POR CONTA DAS ONÇAS NÃO ATACAREM. digo isso, no caso delas verem que estão com vantagem, tipo número de pessoas, se é uma presa fácil, desapercebida etc... SABENDO DISSO EU DIGO, NÃO MATEM AS ONÇAS, MAS SE CUIDEM O MÁXIMO QUE PUDEREM.",1,1,neutro,neutro
"Meus sentimentos a família, acompanhei os acontecimentos, muito triste o que aconteceu com seu Jorge.  Os sinais eram muitos, de algo terrível poderiam acontecer.😢",1,1,neutro,neutro
Era pra ser morta essa onça pando de arrombado a onça tira avida de um homem e fica viva ela deu sorte que não e da minha família,1,1,neutro,neutro
engraçado que o vilela perguntou por que era tudo gigante antes e ninguem respondeu,1,1,neutro,neutro
"Se fosse seu pai,",1,1,neutro,neutro
"Amo os biológicos <a href=""http://www.youtube.com/results?search_query=%23henrique"">#Henrique</a>  e <a href=""http://www.youtube.com/results?search_query=%23richard"">#Richard</a> 🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤",1,1,neutro,neutro
"Foi muito mal feita da pra ver que a  onça pegou no crânio pelos miolos espalhados ,a onça não ataca como leões ou tigres ela é única já pega no crânio estourando com a pressão meus sentimentos ao Jorge que infelizmente estava desprotegido",0,1,negativo,neutro
Amo,2,1,positivo,neutro
Nada a ver essa simulação,0,0,negativo,negativo
Nem índio anda desarmado!<br><br>Pelo menos uma zagaia!,1,1,neutro,neutro
Nada aver,0,1,negativo,neutro
Ele ia tirar mel,1,1,neutro,neutro
"É por isso que, se passar na minha frente, ...",1,1,neutro,neutro
mata isso não serve  para nada,1,1,neutro,neutro
Já está mais do que provado que o homem fãs parte do cardápio da onça  porque  veja bem em 1984 eu havia acabado de chegar numa fazenda  no para uma onça  pegou um trabalhador numa rede no rancho e  comeu ele todo ressentimento  recentemente  em Minas Gerais  em Rondônia  em Goiás  teve alguns casos em que a onça comeu suas vítimas   pense numa situação eu como arroz  feijão  bife salada  porém já comi gamba  mas gamba não faz parte do meu cardápio entendeu,1,1,neutro,neutro
"🐆🙁mas que onça faminta e brava é essa, façam o mesmo com ela, abatem se não vai atacar outra pessoa🐆🤗",1,1,neutro,neutro
Pior q N pode nem ser presa pq e só uma onça q N raciocina,1,1,neutro,neutro
Palavras têm força…,1,1,neutro,neutro
A gente conta e o pessoal não acredita. Até nisso a mídia da Bahia oculta os fatos.,1,1,neutro,neutro
Por isso eu prefiro ser amigo da onça,1,1,neutro,neutro
"A regra é Clara,mora na roça...tem que ter pelo menos uns 4 cães.<br>A onça sempre irá no mais vulnerável.",1,1,neutro,neutro
A verdade é ele né,1,1,neutro,neutro
"Não é comum pq não damos bobeira, quero ver se vc ficar indefeso em uma floresta e der de cara com uma onça se ela vai te predar ou não só pq tu é humano, é muita conversa fiada em dizer que uma onça não preda humanos",1,1,neutro,neutro
"Não. Trabalho manual mesmo, edição própria. Algumas cenas ilustrativas eu fiz com ia para complementar, mas no geral, tudo eu.",1,2,neutro,positivo
"Então. Nem que se for preso, apenas para dar alerta. Morar no meio do mato sem cachorro é loucura.",1,1,neutro,neutro
E não pode dar as costas para onça,1,1,neutro,neutro
"Obviamente sou contra maus-tratos, porém é evidente que somos superiores aos animais. Ademais, os que acreditam em Deus, sabem que temos o direito de domina-los.",1,1,neutro,neutro
Grande coisa depois que  a onça matou o homem que foram pegar misericórdia senhor que tristeza,1,1,neutro,neutro
"Esse cara com certeza não morava só ,,, será q ninguém viu nada ?",1,1,neutro,neutro
Mas onças tmbm atacam cachorros,1,1,neutro,neutro
Muito triste o que aconteceu.  Um homem com o coração tão bom. Que Deus o receba na sua infinita luz. E conforte o coração dos familiares,1,1,neutro,neutro
Tenho quase certeza que foram mais de uma onça. <br>Talvez a mãe e o filhote. <br>E Talvez o macho comeu parte também. <br>Porém. Tem duas pegadas na cerca de ferro azul.provavemete o ataque foi por trás,1,1,neutro,neutro
ISSO É PURÍSSIMA VERDADES,1,1,neutro,neutro
Se o Jorge tivesse uma carabina nas mãos andando por estes matos teria tido pelo menos uma chance de sobreviver.,1,1,neutro,neutro
Sem ceva. Basta de desmatamento.   Salve a memória do sr Jorge <br>e vejo que se sabe exatamente o que se sabia anteontem. Paz às onças do caso em algum santuario. E às outras entao!,1,1,neutro,neutro
🤦🏻‍♂️🤦🏻‍♂️🤣🤣🤣🤣🤣🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,1,1,neutro,neutro
Parabéns pelo o vídeo e as explicações 🇧🇷,2,2,positivo,positivo
Carcaça e o resto de qualquer coisa que e restos com animais,1,1,neutro,neutro
"Otávio, 6 anos. Gostei do vídeo.",2,2,positivo,positivo
Eu já fugi de uma aranha na hora do desespero e se acha que com uma onça vou conseguir fazer tudo isso 😂😂😂🙄,1,1,neutro,neutro
o melhor vídeo que narrou a história de seu Jorge e a onça 👏👏👏👏👏👏,2,2,positivo,positivo
Elas são vítimas da sociedade,1,1,neutro,neutro
Que simulacao mano,1,0,neutro,negativo
"Um pantaneiro daquele tinha que 24h andar, pelo menos, com um punhal de dois gomos bem afiado, 12 polegadas, na cintura, para ter pelo menos uma ter uma pequena chance de defesa",1,1,neutro,neutro
"Kkkkkkk  dizem  que os brancos. Tomaram  o Brasil  dos índios,  agora das onças tambemkkkkkk",1,1,neutro,neutro
"Uma coisa é matar a onça pra fugir do ataque , outra coisa é matar por esporte.",1,1,neutro,neutro
Cara isso é bem bizarro,1,1,neutro,neutro
Com onça não se brinca.,1,1,neutro,neutro
Ja faz tempo que eu vim do interior e la na época era perigoso e meu pai que não está mas comigo e os meus irmãos mas velhos estavam sempre alerta porque estavam sempre por perto e era assustador eles ainda abateram duas porque não tiveram outra alternativa isso acontecia a noite!    Interior em lugares distante é complicado! Os meus sentimentos aos familiares desse rapaz,1,1,neutro,neutro
Nasci em Caceres MT meu psi serviu o exército  lá. Ele me disse qye a oncarondava a casa para né comer. Mais Deus tinha um propósito  na.minha vida agirá eusei me livrou eu minha mãe e meu pai  graças a,1,1,neutro,neutro
"AÍ O CARA MATA A ONÇA, PRA DEFENDER A SUA CASA E FAMÍLIA, VAI PRESO.<br>🤣🤣🤣🤣<br>É PRA ACABAR.",1,1,neutro,neutro
Que tal soltar essa onça lá em Brasília? Com certeza faria um bom trabalho 😅<br>Parabéns pela reportagem 👏👏👏,1,2,neutro,positivo
"Essa pergunta de onça que come carne foi mal formulada. Até um cachorro caramelo come carne humana e comerá sempre que der para ele. Corte um pedaço de carne de uma pessoa e jogue para o seu cachorro, ele vai comer na hora, ele não vai diferenciar o pedaço de uma carne de pessoa para o pedaço de uma carne de boi. É claro que tem cheiro diferente, ainda mais para os cães, mas já houve casos em que o dono dos cachorros morreu em casa e os cachorros dele ficaram famintos e se alimentaram do cadáver do dono. Só pesquisar no Google.",1,1,neutro,neutro
Lindo de longe,1,1,neutro,neutro
"Este animal tem ser abatido: aprendeu que caçar o ser humano muito mais fácil do que caçar presas selvagem, vai continuar fazer o mesmo. O caseiro não levou a sério comportamento abusivo do animal, que sentia se a vontade, deveria pregar um assusto valente na onça para afastar dela - lançar foguetões, fazendo muita barulho, etc.,",1,1,neutro,neutro
"@lailasousa6939  esse lugar Touro morto é o centro do Pantanal, um lugar isolado sem ninguém por perto um indivíduo tomando conta de lugar como esse você acha que é um lugar para se morar com sua família na opinião não até porque  agente não qual o motivo que estava naquele lugar agente so sabe que era caseiro será se o patrão pagava todos os direitos trabalhista para ele a família é que vai buscar essa informação.",1,1,neutro,neutro
O PANTANAL NÃO É LUGAR DE SERES HUMANOS VIVER.,1,1,neutro,neutro
Relatos não oficiais,1,1,neutro,neutro
Cara vc é farsante sensacionalista engana os trouxas 😡🤬,0,0,negativo,negativo
Ou os animais matam ou morrem,1,1,neutro,neutro
Este locutor  e um cabeça de pinico,0,1,negativo,neutro
@@cristianesousa9629 pois é,1,1,neutro,neutro
"É igual aquela piada do tio: é pra ver ou pra comer... Claro que mesmo onças grandes tem certo receio a outros animais de maior porte porque ela não é boba... não que não estude a possível presa e no final resolva atacar...pode ver que ataques ao gado é majoritariamente a bezerros, igualmente a filhotes e doentes da vara de catetos e queixadas... No momento que humanos deixam elas aproximarem e acostumarem com a presença próxima de humanos... um dia resolve tentar a sorte...",1,1,neutro,neutro
Eu matava na hora,1,1,neutro,neutro
Na moral essa onça tava dando volta já bem antes no local. <br>Era indicação de problemas futuros. <br>O correto era se mudar do local ou matar a onça.<br>Legítima defesa antecipada.,1,1,neutro,neutro
Coisa do outro mundo 😂,1,1,neutro,neutro
Interessante que ninguem  se refere aos familiares do sr teve a vida ceifada pela onça,1,1,neutro,neutro
​@@quintageracao1056é um bicho perigoso né mano kkkkk,1,1,neutro,neutro
Isso é avisos para todos os moradores dali 😢,1,1,neutro,neutro
"Isso que aconteceu com o sr: não é caso de ficarem fazendo piada não , deveriam respeitar o momento triste , agora  toda hora tem uns comédia inventado vídeo , fazendo simulações do ocorrido , para ganhar seguidores, tirar proveito da situação que ocorreu como caseiro ! Vamos respeitar!",0,0,negativo,negativo
Palavras tem poder cuidado,1,1,neutro,neutro
Quer dizer que agora todos nós que vive da roça mora na roça vai ter que mudar pra Cida por causa de onça é brincadeira viu,1,1,neutro,neutro
"Para de falar besteira, o bicho é tão caçado e queimado na floresta que tá quase em extinção.",1,1,neutro,neutro
O que ele poderia fazer?Parece que ele era o caseiro né.,1,1,neutro,neutro
Vai pensando assim  vai vai...que tivrr na frente elas ataca.....cad,1,1,neutro,neutro
Ele errou em ficar nesse lugar depois de ter visto rastros de onça ao redor dá casa tinha mais era que sair procura um lugar seguro,1,1,neutro,neutro
Mais se ela comeu o homem como ela está tão magra,1,1,neutro,neutro
"A polícia ambiental tem culpa, pois sabia dos rastros da onça, por meio de vídeo e nada fez para capturar o felino. Polícia Ambiental e nada são a mesma coisa.",1,1,neutro,neutro
"Pessoal dar mais valor a vida da onça do q o rapaz q ela matou,esse mundo tá perdido mesmo!",1,1,neutro,neutro
❤e mesmos não pode confia,1,1,neutro,neutro
A onça devorou o cara e os biólogos e youtubers estão roendo os ossos dele até agora.,1,1,neutro,neutro
"O q eu acho ,é q essa historia ta mal contada...agora quem sabe da verdade...",1,1,neutro,neutro
"Se tivesse um revólver na cinta, talvez estaria vivo",1,1,neutro,neutro
Isso foi briga de onça com onça!,1,1,neutro,neutro
Na dúvida que as 3 onças se alimentou as 3 onças tem que ser retirada da natureza,1,1,neutro,neutro
"Isso que eu ia perguntar, tem certeza que foi esse animal que atacou o seu Jorge ??",1,1,neutro,neutro
"muito interessante isso, IA pra reconstituição. Parabéns pelo trabalho.",2,2,positivo,positivo
"Fale por você, tô fora dessa classe de primata.😂😂😂😂",1,1,neutro,neutro
"Pantanal o q mais tem é onça , como vai saber qual onça matou e qual onça comeu?",1,1,neutro,neutro
Amém 😢❤🙏🏻😭😭,1,1,neutro,neutro
Ou seja mstou o homem pra Comer,1,1,neutro,neutro
Meu coração dói 😢,1,1,neutro,neutro
Gostei do vídeo!!!,2,2,positivo,positivo
"Muito bla...bla..., foi uma fatalidade , gente que mora no meio da mata corre risco todo dia e tem gente querendo ver o ataque da onça , respeite a família .",1,1,neutro,neutro
Elas estão se produzindo muito,1,1,neutro,neutro
tudo q gente fala de ruim acontece mesmo,1,1,neutro,neutro
Eu moro onde tem muito felino,1,1,neutro,neutro
Eu acredito que animais  veem espíritos 👻,1,1,neutro,neutro
"Claro que não né, todo mundo que mora perto de área de animas selvagens precisam estar cientes que esse tipo se coisa pode acontecer.",1,1,neutro,neutro
"Mas não tem a filmagem da câmera de segurança, é olhar na filmagem da câmera.",1,1,neutro,neutro
Só quem tem um gato sabe do que uma onça é capaz.,1,1,neutro,neutro
"Mas q história é essa ,e. o sangue na plataforma ,os pedaços ,do crânio ,onde q ele tava na mata fazendo ronda ,e porq fazer ronda na mata , é só ficar dentro de casa a noite deitado ,dormindo ,ou sei lá fazendo o que ,porq ele iria fazer ronda desarmado e a noite ,sabendo que havia animais selvagens por perto ? Não tem lógica isso , e demais até pode ser que aconteceu tipo negligência etc.e o animal exausto e faminto atacou o senhor Jorge .Não bate essa narrativa se o sangue tá na plataforma as pegadas ,o local do ataque ali no chão",1,1,neutro,neutro
Aqui  é  marineis  moro em apiai sao paulo .,1,1,neutro,neutro
Isso é muito triste misericórdia socorro qui coisa mais triste por que meu deus que ninguém fes a guma coisa antes 😭😭😭💯💯💔💔💔💔💔💔,1,1,neutro,neutro
Meus sentimentos para toda família e a amigos. <br>Descansa em paz Jorge 😢,1,1,neutro,neutro
Aquela do cunhado dele ter falando:a onça vai te comer Jorge.,1,1,neutro,neutro
"Assim que ela defecar, da pra fazer um exame mas específico para chegar a conclusão mas eficaz, saber se ela se alimentou ou não de carne humana.",1,1,neutro,neutro
Eu lhe digo fique frente a frente com uma onça pra vc vê se não vai morrer.,1,1,neutro,neutro
😢😢,1,1,neutro,neutro
Esses a animais tem que ser extintos do planeta Terra.,1,1,neutro,neutro
"Muito mais honra!!!!<br>Animal age por instinto, já a FERA HUMANA  mata por prazer.<br>Voce ja visitou o CAMPO DE CONCENTRAÇAO DE AUCHWTZ, na Polonia????<br>Lá eram feitos ASSASSINATOS EM MASSA de seres humanos, tudo muito bem pensado e executado por outros seres humanos nem tao bonzinhos ou honrados, como voce diz.<br>Vo ce ja leu sobre a BOMBA DE HIROSHIMA, no Japao????  Tudo feito e executado por seres humanos contra outros seres humanos. <br>Tem gente nascendo defeituosa  até hoje, devido á RADIACAO.<br>Entao a gente conclui que o animal é muito melhor que o ser humano.<br>A Onça estava faminta , estao destruindo o habitat dela aí no Mato Grosso.<br>Vem para Sao Paulo, á noite, nas ruas e voce vai ver FERA<br> HUMANA.",1,1,neutro,neutro
Eu quero saber sobre ó seu Jorge e a onça ❤,1,1,neutro,neutro
@@mateslareal978foi justamente essa arma que a onça comeu.,1,1,neutro,neutro
"Se os biólogos afirmam que a onça tem medo do ser humano, essa daí perdeu o medo e , pior, ela considera o ser humano ALIMENTO para ela. <br>Onde esse animal estiver solto ser humano nenhum poderá chegar , nem de longe.<br>Não será mais correto com os seres humanos sacrificar esse animal?",1,1,neutro,neutro
"Foi avisado mas não deu a devida importância por algo tão sério,poderia ter ido embora desse lugar ,que triste",1,1,neutro,neutro
Não foi assim,0,0,negativo,negativo
N e culpa do jorge e nem da onça 😢😟...<br>E..,1,1,neutro,neutro
"A família tem que ser indenizada,podiam ter pelo menos,ter posto uma cerca elétrica, para proteger a casa ,a vida do seu Jorge,se foi,de uma maneira muito triste,sem corpo pra sepultamento!",1,1,neutro,neutro
"Humanos, deixem esse lugar para os animais! É o lar deles",1,1,neutro,neutro
"Tem, mas vai mostrar pra que??",1,1,neutro,neutro
Sim,1,0,neutro,negativo
Cadê a prova então?,1,1,neutro,neutro
